title,text,subject,date
Russia's RT America registers as 'foreign agent' in U.S.,"MOSCOW/WASHINGTON (Reuters) - The Kremlin-backed television station RT America registered Monday with the U.S. Department of Justice as a  foreign agent  in the United States, the outlet s editor in chief said and the Department of Justice confirmed later in the day. U.S. intelligence agencies said in a report in January that the television station, which broadcasts on cable in the United States, is  Russia s state-run propaganda machine  and that it contributed to the Kremlin s campaign to interfere with last year s presidential election in favor of Republican Party candidate Donald Trump.  After that report, the Department of Justice insisted that RT America comply with registration requirements under the Foreign Agent Registration Act (FARA). Under the act, RT will be required to disclose financial information.      Moscow has repeatedly denied the allegations of election meddling and said it views the actions against RT as an unfriendly act. But RT s editor in chief, Margarita Simonyan, said on Monday that it would comply with the demand in order to avoid further legal action by the U.S. government.      Between a criminal case and registration, we chose the latter. We congratulate American freedom of speech and all those who still believe in it,  Simonyan said on Twitter. The Department of Justice confirmed that it received a registration from T&R Productions LLC, which has operated studios for RT, hired and paid U.S.-based employees and produced English-language programming.   Americans have a right to know who is acting in the United States to influence the U.S. government or public on behalf of foreign principals,  said acting Assistant Attorney General Dana Boente.  In October, Twitter announced it would no longer allow advertisements from RT and another Kremlin-backed news organization, citing intelligence that the television station participated in efforts to influence the election. FARA requires foreign governments, political parties and the lobbyists and public relations firms they hire in the United States to register with the Department of Justice. FARA was first passed in 1938 in the lead up to World War Two in an effort to combat German propaganda efforts. Foreign government-owned news organizations, including China Daily, the English-language newspaper owned by China s government, register under FARA. The law applies to companies that are owned or controlled by foreign governments. The United States and Russia are engaged in a back-and-forth over  foreign agent  registration.  Russia s parliament warned on Friday that some U.S. and other foreign media could also be declared  foreign agents  in response to the actions against RT, requiring them to regularly declare full details of their funds, financing and staffing. U.S. government-sponsored Radio Free Europe/Radio Liberty (RFE/RL), CNN and Germany s Deutsche Welle could all be affected by the retaliatory measures, a senior Russian lawmaker said earlier on Monday.   While traveling in Asia, Trump touted the relationship between himself and Russia and posted on Twitter that improved relations with the country would  a good thing, not a bad thing.  ",worldnews,"November 13, 2017 "
German police arrest five in raid of Nigerian 'husband' smuggling ring,"Berlin (Reuters) - Police in Germany on Tuesday arrested five people suspected of smuggling Nigerian men into the country through fake marriages, the German federal police said in a statement. Four hundred police officers raided 41 apartments and rooms believed to be linked to the gang in Berlin and other German cities, it said. The gang s suspected leaders - four women and a man, ranging in age from 46 to 65 - were arrested. Germany s newspaper Bild reported that a German federal police investigation conducted together with Portuguese authorities and Europol had found at least 70 men were brought in illegally through arranged marriages with Portuguese women. Europol, the European Union s law enforcement agency, served as a host for operational meetings between the Portuguese and German investigators, the police said. Clients had paid up to 13,000 euros ($15,550) for fake certificates, with part of the sum going to women who would fly from Portugal to join their  husbands  at the German immigration office to apply for an EU residency permit. Similar cases were detected in June when the police found that more than 700 German men in Berlin had married pregnant asylum seekers from Vietnam, Africa and Eastern Europe for money so the mothers would obtain a residency permit and for the future babies to be born as German citizens. The German Interior Ministry estimates there are about 5,000 such cases per year nationwide. ",worldnews,"September 12, 2017 "
Hillary Clinton's 'What Happened' fends off O'Reilly in bestsellers,"(Reuters) - “What Happened,” Hillary Clinton’s memoir of her unsuccessful bid to win the 2016 U.S. presidential election, topped the U.S. non-fiction bestsellers list on Thursday, fending off a challenge from the latest book by former Fox News anchor Bill O’Reilly. Data released by independent, online and chain bookstores, book wholesalers and independent distributors across the United States was used to compile the list. Hardcover Fiction                        Last week 1. “To Be Where You Are”                        - Jan Karon (Putnam, $28) 2. “Haunted”                                    - Patterson/Born (Little, Brown $28) 3. “A Column of Fire”                           1 Ken Follett (Viking, $36) 4. “The Cuban Affair”                           -  Nelson DeMille (Simon & Schuster, $28.99) 5. “The Girl Who Takes An Eye For An Eye”       2 David Lagercrantz (Knopf, $27.95) 6. “A Legacy of Spies”                          6 John le Carré (Viking, $28.00) 7. “Enemy of the State”                         4    Kyle Mills (Atria/Bestler, $28.99) 8. “The Romanov Ransom”                         3 Cussler/Burcell (Putnam, $29) 9. “Secrets in Death”                           5 J.D. Robb	(St. Martin’s, $27.99) 10. “Little Fires Everywhere”                   10 Celeste Ng (Penguin Press, $27) Hardcover Non-Fiction 1. “What Happened”                               1 Hillary Rodham Clinton (Simon & Schuster, $30) 2. “Saving England”                              - O’Reilly/Dugard (Holt, $30) 3. “The TB12 Method”                             - Tom Brady (Simon & Schuster, $29.99) 4. “Braving The Wilderness”                      2 Brene Brown (Random House, $28) 5. “The Paradigm”                                - Jonathan Cahn (Frontline, $21.99) 6. “Principles”                                  - Ray Dalio (Simon & Schuster, $30) 7. “The Autobiography of Gucci Mane”             - Gucci Mane (Simon & Schuster, $27) 8. “Unbelievable”                                3 Katy Tur (Dey Street, $26.99) 9. “The Subtle Art of Not Giving a F*ck”         7     Mark Manson (HarperOne, $24.99) 10. “Anxious For Nothing”                         4 Max Lucado (Thomas Nelson, $22.99) ",politicsNews,"September 28, 2017 "
Senate to release health bill at 0930 EDT Thursday: senators,"WASHINGTON (Reuters) - Senate Republicans plan to release their version of health care reform legislation at 9:30 a.m. (1330 GMT) on Thursday, two senators said.  The bill will be released to the Republican conference and posted online at about the same time, Republican Senators John Barrasso and Bob Corker said on Wednesday. ",politicsNews,"June 21, 2017 "
U.S. voters deliver mixed results on gun control measures,"NEW YORK (Reuters) - Voters rendered a split decision on gun control measures in the election, approving universal background checks for private firearms sales in Nevada while narrowly rejecting them in Maine. Gun safety advocates had poured millions of dollars into backing the initiatives in an effort to combat the political might of the gun lobby’s National Rifle Association. The measure was defeated in Maine by 51.0 percent of votes to 48.9 percent, or about 12,700 ballots, the Bangor Daily News reported. Nevada voters approved a similar proposal by 50.5 percent to 49.6 percent, state election officials said. Both ballot initiatives were backed by Everytown for Gun Safety, the gun control group founded by billionaire former Mayor Michael Bloomberg, and polls had suggested the measures would pass.  The votes were seen as a crucial test of the gun safety campaign’s decision to adopt a state-by-state strategy after efforts to pass legislation failed in Congress. Gun control supporters won victories in two other states. Washington state voters easily approved a measure giving judges the power to keep dangerous individuals, such as accused domestic abusers, from possessing guns. In California, residents backed a referendum that bans large-capacity ammunition magazines and requires some people to undergo background checks in order to buy ammunition. The U.S. Constitution’s Second Amendment protects the right to bear arms, and gun rights advocates fiercely contest any attempt to restrict it. Opponents had said the background check laws were not clear and would do nothing to stop criminals. “We know today that the place where criminals are getting guns, the black market, they aren’t subjecting themselves to background checks,” said Ryan Hamilton, a spokesman for the National Rifle Association-backed opposition in Nevada, before Election Day. “It doesn’t target criminal behavior, it targets law-abiding behavior.” Proponents, however, said background checks would save lives. Jennifer Crowe, a spokeswoman for the pro-initiative campaign in Nevada, previously told Reuters nearly one in 11 people in that state who purchased guns online would have failed a background check. Everytown for Gun Safety, the gun control group founded by billionaire former New York City Mayor Michael Bloomberg, spent tens of millions of dollars in Washington state, Nevada and Maine, while the National Rifle Association focused much of its spending on supporting Republican presidential nominee Donald Trump. ",politicsNews,"November 8, 2016 "
Lesotho detains army major over killing of military leader,"MASERU (Reuters) - Lesotho has detained a senior army officer in connection with the killing of the country s military leader and two other soldiers, a Defence Ministry official said Wednesday. The shooting took place at an army barracks on Tuesday, but it was not clear what the motivation was.  An army major, whose name was not disclosed, was taken into custody to help police with the investigation, Defence Ministry Principal Secretary Colonel Tanki Mothae said. The kingdom has been subject to several coups and periodic political violence since gaining independence from Britain in 1966, and South Africa called for calm after the shooting. ",worldnews,"September 6, 2017 "
Pakistan PM tells Tillerson it has 'produced results' in fighting terrorism,"ISLAMABAD (Reuters) - Prime Minister Shahid Khaqan Abbasi on Tuesday reconfirmed Pakistan s commitment to the  war on terror  during a meeting with U.S. Secretary of State Rex Tillerson, saying his country had  produced results  fighting the region s Islamist militants.  Relations between uneasy allies United States and Pakistan have frayed in recent years, with Washington accusing Islamabad of turning a blind eye or helping Afghan Taliban and Haqqani network militants who stage attacks in Afghanistan. Pakistan denies doing so. President Donald Trump has vowed to get tough with Pakistan unless it changed its behavior, with U.S. officials threatening further reductions in aid and mooting targeted sanctions against Pakistani officials. Tillerson, on a tour of Asia and the Middle East, arrived in Pakistan on Tuesday afternoon and met with Abbasi, as well as Pakistan s powerful army chief, General Qamar Javed Bajwa.  We are committed in the war against terror, ,  Abbasi told Tillerson, as the two men sat facing each other on a long table.  We have produced results. And we are looking forward to moving ahead with the U.S. and building a tremendous relationship,  added Abbasi, who sat next to Bajwa. During a short part of the meeting available to media, Tillerson told the Pakistani delegation that the nuclear-armed nation was an important U.S. ally in the region.  (Pakistan is) important regionally to our joint goals of providing peace and security to the region and providing opportunity for greater economic relationship as well,  Tillerson said. As well as support for the Afghan Taliban and the Haqqani network, another sticking point in the relationship has been growing closeness by the United States to India, Pakistan s arch-foe and neighbor.  Tillerson said last week that the Trump administration wanted to  dramatically deepen  cooperation with New Delhi, partly to offset Chinese influence in Asia. Trump has also called for greater Indian role in Afghanistan. But this deepening in ties has alarmed Pakistan, which has rejected a greater political role for India for Afghanistan as a  red line  for Islamabad. ",worldnews,"October 24, 2017 "
Guatemala political crisis may affect growth: central bank,"GUATEMALA CITY (Reuters) - Guatemalan economic growth may slow if a political crisis sparked by a dispute between President Jimmy Morales and the head of a U.N. anti-corruption body persists, the head of the central bank said on Thursday. The Central American nation has been rattled by uncertainty since Morales on Sunday tried to eject Ivan Velasquez, head of Guatemala s International Commission against Impunity (CICIG), in the face of resistance from Western powers. The Friday before, Velasquez and the attorney general s office requested Morales be stripped of presidential immunity so he could be investigated for suspected campaign finance irregularities during his successful 2015 tilt at the top job. The country s top court later blocked Morales from expelling Velasquez, a decision the president accepted. Nevertheless, the dispute continues to simmer, and street protests have been staged in support of both Morales and Velasquez. The row has not had a negative effect on the economy so far, said Sergio Recinos, head of the central bank.  But if it carries on for a long time, well, it s going to have an impact,  he told Reuters in an interview. Morales, a former comedian, was elected on the back of popular discontent with his predecessor Otto Perez, who was toppled in 2015 over a multi-million dollar graft scandal uncovered by the CICIG and attorney general Thelma Aldana. Perez is now in prison standing trial. Recinos said he had received phone calls this week from credit rating agencies and international investors mindful of what had happened in 2015 so they could question him on the crisis. Saying the economy grew 4.1 percent in 2015, Recinos added that the Perez scandal did not immediately hit the economy.  But in 2016 there was a slowdown (to 3.1 percent) and the (Perez) crisis must have had an effect,  he added. The central bank now expects the Guatemalan economy to grow by between 3.0 and 3.4 percent this year. The CICIG, which is already investigating a brother and son of Morales on suspicion of fraud, has been strongly backed by the United Nations, the European Union and the United States. ",worldnews,"September 1, 2017 "
Brazil's Meirelles to gauge odds before opting to run for President,"BRASILIA (Reuters) - Brazilian Finance Minister Henrique Meirelles said on Monday he would consider his chances of winning before deciding whether to run as a candidate in next year s presidential elections. Meirelles, who has spearheaded President Michel Temer s unpopular reform platform, has polled in low single digits in recent surveys. Still, he said current polls do not give a realistic picture of what would happen once the campaign debate unfolds. ",worldnews,"December 18, 2017 "
Obama to sign Puerto Rico debt bill on Thursday: White House,"WASHINGTON (Reuters) - President Barack Obama is set to sign into law a relief plan to help Puerto Rico address its $70 billion debt, the White House said. Obama will sign the bill in the Oval Office on Thursday at 4 p.m. ET, the White House said. ",politicsNews,"June 30, 2016 "
USTR Lighthizer: Trump challenging China's industrial policies - radio interview,"WASHINGTON (Reuters) - The top U.S. trade negotiator said late on Tuesday that President Donald Trump is determined to challenge China’s use of unfair subsidies and “non-economic” industrial policy to build up export industries that are costing American jobs. U.S. Trade Representative Robert Lighthizer, in a rare media interview, said that the Trump administration would work to hold China’s practices to the rules of the World Trade Organization, an organization that he has criticized for being ineffective in enforcing fair trade. Speaking on the syndicated “Kevin McCullough Radio” conservative talk show, Lighthizer said there was “no question that China has an industrial policy that is designed to create jobs and wealth in China.” “Our objective is not to let that go on in an unfair way.” Lighthizer, a longtime steel industry trade lawyer who served as deputy USTR in the 1980s, said there were many examples of China’s WTO violations, including dumping of products below cost, unfair subsidies for state firms and other “non-economic” policies. “You have to take on their industrial policy one way or another,” Lighthizer said. “For example, they will develop an industry behind a closed market in China. When that industry is developed with subsidies and with protection, they’ll then let it loose on the world.” He said this has happened in steel, aluminum and other products. “If it’s unfair the president’s going to go after it.” Lighthizer’s comments come about a week after senior Trump administration officials at bilateral economic talks failed to secure any concrete commitments from their Chinese counterparts to eliminate excess steel production capacity or to further open the Chinese services industry to foreign competition. News conferences at the conclusion of the U.S.-China Comprehensive Economic Dialogue talks were canceled and there was no joint statement for the first time since the summer bilateral economic meetings were launched in 2006. China later sought to put a more positive spin on the meeting, saying the two sides had agreed to take “active and effective measures” to tackle the global steel overcapacity problem. Earlier on Tuesday, Trump said in a Wall Street Journal interview that his administration would take its time in deciding on whether to enact steel tariffs or quotas on national security grounds, saying “we don’t want to do it at this moment.” Trump added that the steel decision could come after debates in Congress on health care, taxes and infrastructure spending Regarding negotiations starting in August to modernize the North American Free Trade Agreement, Lighthizer said that Trump wanted to change the 23-year-old trade pact to stop a “basic unfairness” that has allowed U.S. factories and manufacturing jobs to migrate to Mexico. Asked by radio host McCullough if Trump still wanted to scrap NAFTA, Lighthizer said: “Scrapped is too strong but the president wants very substantial changes,” Lighthizer said. ",politicsNews,"July 26, 2017 "
"Iran's Velayati says east Syria, Idlib to be cleared 'soon'","AMMAN (Reuters) - The top adviser to Iran s supreme leader said he expects the Syrian army to soon recapture rebel-held Idlib province, as well as eastern Syria, an area where U.S.-backed militias hold swathes of territory. Iran is a close ally of Syrian President Bashar al-Assad and the Iranian official, Ali Akbar Velayati, was speaking in Aleppo, from which the Syrian army drove rebels after a siege last year with help from Tehran.      The military alliance backing Assad, which also includes Russia and Shi ite Muslim militias, has this year focused on the war in central and eastern Syria against Islamic State (IS) militants.  But Damascus is now setting its sights on territory held by Kurdish-led forces backed by a U.S.-led coalition that has also been fighting the Sunni Muslim IS in northern and eastern Syria.   Soon we will see the eastern Syria cleared, and then the Idlib area in west,  said Velayati, the top aide to Iranian Supreme Leader Ayatollah Ali Khamenei, in comments reported by Mehr news agency. He also hailed the success of Iranian allies across the region, including Lebanon s Hezbollah, in remarks likely to infuriate Tehran s main regional foe Saudi Arabia, lauding a  resistance line  from Tehran to Beirut.      Assad s forces have also made some advances into rebel-held areas in northwest Syria adjacent to Idlib, a region that represents the insurgents  biggest remaining stronghold.  Visiting Aleppo, Velayati was quoted by a military news outlet run by Hezbollah as saying Tehran s involvement in the Syrian civil war had averted wider violence.   The resistance line starts from Tehran and passes through Baghdad, Damascus and Beirut to reach Palestine,  he was quoted as telling a group of Shi ite militia volunteers by a military news outlet run by Hezbollah. Iran s role, first by providing military advisers and then by training and arming Shi ite militia in support of Assad, has not only helped shape the Syrian conflict, it has strengthened Tehran s own hand across the region. For the first time, Iran s revolutionary theocracy is exerting decisive authority in an arc of influence that Sunni Arab powers, particularly Saudi Arabia, have been warning about for years. The Hezbollah news outlet said the fighters Velayati was addressing had come to defend the Sayeda Zeinab shrine in Damascus, a magnet for thousands of Iraqi and Afghan Shi ite militia recruits who go there before being assigned to front lines to fight Sunni rebel groups opposed to Assad. Almost every Shi ite militiaman bears insignia on his combat fatigues with the words  For your sake, Sayeda Zeinab . Velayati s visit was the second by a senior Iranian official to the war-torn country in nearly two weeks, showing how Tehran is openly raising its support for the Syrian government. Iran s military chief of staff paid a rare visit to Syria last month in which he warned Israel against breaching Syrian air space and territory a day before he visited a frontline position near Aleppo. Saudi Arabia, its Arab allies and regional powerhouse Israel accuse Iran of seeking to expand its influence in the Arab world with the goal of carving out a land route through Iraq and Syria to the Mediterranean. The Syrian opposition also say Shi ite Iran s military presence in Syria stokes sectarian conflict and blames its militias for demographic changes that have uprooted Sunnis. ",worldnews,"November 8, 2017 "
Russia hopes Turkey can stabilize situation in Syria's Idlib: RIA,"MOSCOW (Reuters) - Russia hopes that Turkey can stabilize the situation in Syria s Idlib Province where Moscow believes there is a high threat of attacks by militants, a senior Russian diplomat said on Monday, the RIA news agency reported.   There is a pretty high level of tension there and there is still a threat of offensives by radical groups deployed there,  the agency cited Alexander Lavrentyev, the head of the Russian delegation at the Astana talks on the Syria crisis, as saying.  But we hope that our Turkish partners will in the end fulfill their part of the obligations concerning the Idlib de-escalation zone and will stabilize the situation there.  ",worldnews,"October 30, 2017 "
U.S. administration does not want to walk away from NAFTA: Ross,"WASHINGTON (Reuters) - Although U.S. President Donald Trump has talked about walking away from NAFTA if necessary, he and other members of the administration hope that will not have to occur, U.S. Commerce Secretary Wilbur Ross said on Wednesday. “From time to time he has expressed a total willingness to depart from NAFTA should that become necessary. We don’t hope it will, we don’t desire that it will, we don’t believe that it will, but it is at least a conceptual possibility as we go forward,” Ross told a Washington panel on the North American Free Trade Agreement. ",politicsNews,"October 11, 2017 "
Japan health ministry to water down proposal on restaurant smoking: media,"TOKYO (Reuters) - Japan s health ministry is likely to drastically water down a proposal restricting smoking in restaurants, media said on Friday, a move that risks Tokyo becoming one of the unhealthiest hosts of the Olympic Games hosts in years. Japan ranks at the bottom globally in anti-smoking measures, going by the types of public spaces entirely free of smoke, says the World Health Organization, which has teamed up with global Olympics officials to guarantee smoke-free Games venues. Ahead of the 2020 summer Olympics, the International Olympics Committee (IOC) is among those pressuring the Japanese capital to follow Rio de Janeiro and other recent games hosts in banning smoking in all public areas. IOC Vice President John Coats has said the body cannot force a ban beyond the venues and the Olympic Village, however.  The Health Ministry was forced this year to scale back a proposed bill for a blanket ban on public smoking in the face of opposition by pro-smoking politicians, restaurateurs and Japan Tobacco, which is one-third government owned. But even the weaker bill foundered, due to opposition from the ruling Liberal Democratic Party (LDP). In August, anti-smoking Health Minister Yasuhisa Shiozaki lost his job in a cabinet reshuffle. Now the ministry contemplates allowing smoking indoors at establishments that have a floor area of up to five times the 30 square meters (323 square feet) and adequate ventilation stipulated in the earlier bill, media said. However, a health ministry official told Reuters the new proposal was still in such an early stage of discussion that none of its content had yet been decided. Fifty years ago, around half of Japanese smoked, a figure that has shrunk to less than a fifth now. Smoking areas have been dramatically restricted, but laws vary among cities. There is still a cigarette vending machine in a Health Ministry annex. Health officials say 15,000 Japanese die every year from second-hand smoke. The new proposal is  terrible,  says anti-smoking activist Manabu Sakuta, since nearly 90 percent of food and beverage establishments in Tokyo are smaller than 150 square meters (180 sq yards). But he is pinning his hopes on Tokyo governor Yuriko Koike, who vowed in July to push for a smoking ban before the Olympics.  There s some possibility here, so we ll have to focus on that,  he said. ",worldnews,"November 17, 2017 "
Obama tells Trump to 'stop whining' over rigged election claims,"WASHINGTON/GRAND JUNCTION, Colo. (Reuters) - U.S. President Barack Obama lacerated Donald Trump on Tuesday over his repeated assertions that the Nov. 8 election is rigged against him, telling the Republican presidential candidate to “stop whining and go try to make his case to get votes.” With opinion polls showing him falling further back against his White House rival, Democrat Hillary Clinton, Trump has intensified his allegations, although numerous studies have shown that voter fraud in U.S. elections is rare. At a campaign rally in Grand Junction, Colorado, Trump continued his attack, saying, “The press has created a rigged system and poisoned the minds of the voters.” But he also used his speech to detail a new initiative if elected president: a constitutional amendment imposing term limits for members of Congress, six years for members of the House of Representatives, 12 years for members of the Senate. Obama was asked about Trump’s voter fraud assertions on Tuesday at a joint news conference in the White House Rose Garden following meetings with Italian Prime Minister Matteo Renzi. He responded with a blistering attack on the Republican candidate, noting that U.S. elections are run and monitored by local officials, who may well be appointed by Republican governors of states, and saying that cases of significant voter fraud were not to be found in American elections. Obama said there was “no serious” person who would suggest it was possible to rig American elections, adding, “I’d invite Mr. Trump to stop whining and go try to make his case to get votes.” Trump, speaking at the Grand Junction rally Tuesday evening, said that Obama should stop campaigning for “Crooked Hillary” and “get out and work on jobs and work on the border.” Trump has raised the possibility for weeks of illegal activities that could tarnish the November election result, citing scant or questionable evidence, including the possibility of votes being cast by dead people, and he has urged his supporters to show up at polling locations on Election Day. He has sharpened his allegations even as Republican lawyers called his assertions unfounded. In a report titled “The Truth About Voter Fraud,” the Brennan Center for Justice at New York University School of Law cited voter fraud incident rates between 0.00004 percent and 0.0009 percent. An August study by the Washington Post found 31 credible cases of impersonation fraud out of more than 1 billion votes cast in elections from 2000 to 2014. Arizona State University studies in 2012 and 2016 found similarly low rates. In pointed remarks that were part civics lesson, Obama said that if Trump wins on Nov. 8, “It would be my expectation of Hillary Clinton to offer a gracious concession speech” and “it would be my job ... and escort him over to the Capitol, in which there would be a peaceful transfer of power” at his swearing in. Trump’s vice presidential running mate, Mike Pence, took a softer tone than Trump during a campaign appearance in North Carolina, saying he was “confident” that the integrity of the election will be ensured. But Pence added that “in recent years we’ve had instances, proven instances of voter fraud.” A number of Republican-led states, citing the need to prevent voter fraud, have passed laws with stricter identification requirements. But several have been struck down by courts that ruled they were designed to hinder minority voting.   Trump trails Clinton by 7 points in national opinion polls, according to an average of polls compiled by RealClear Politics. Over the last few weeks, Trump, who has never previously run for office, has been embroiled in one controversy after another, eclipsing policy issues such as taxes, trade, the economy and national security that normally dominate the final push in presidential campaigns. With three weeks left until Election Day and early voting both by mail and in person already under way in many states, Trump has been grappling with the fallout from the release earlier this month of a 2005 videotape in which he was heard bragging about groping women and making other unwanted sexual advances. He has said the remarks were just “locker room” talk and has strongly denied allegations by a string of women who have come forward since the video emerged to say Trump groped or touched them inappropriately, denouncing his accusers as liars and fame-seekers. The controversies will be the backdrop for the third and final of three presidential debates, to be held on Wednesday evening in Las Vegas. Trump was widely viewed as having been on the defensive during the first debate. He appeared to have improved his performance in the second debate, but according to polling, more voters saw Clinton as the victor. Wednesday’s debate, like the first one, will be a traditional format with the moderator posing all the questions. Topics chosen by moderator Chris Wallace include debt and entitlements, immigration, the economy, the Supreme Court, foreign hot spots, and fitness to be president.  At Tuesday’s press conference, Obama also criticized Trump for his “continued flattery” of Russian President Vladimir Putin, saying “it is out of step with” the country. Trump has praised Putin as a strong leader and on Monday suggested that if he wins next month he might meet the Russian leader before he is even sworn in as president. ",politicsNews,"October 18, 2016 "
Trump election puts Iran nuclear deal on shaky ground,"WASHINGTON (Reuters) - Donald Trump’s election as president raises the prospect the United States will pull out of the nuclear pact it signed last year with Iran, alienating Washington from its allies and potentially freeing Iran to act on its ambitions. Outgoing President Barack Obama’s administration touted the deal, a legacy foreign policy achievement, as a way to suspend Tehran’s suspected drive to develop atomic weapons. In return Obama, a Democrat, agreed to a lifting of most sanctions. The deal, harshly opposed by Republicans in Congress, was reached as a political commitment rather than a treaty ratified by lawmakers, making it vulnerable to a new U.S. president, such as Trump, who might disagree with its terms. A Republican, Trump ran for the White House opposing the deal but contradictory statements made it unclear how he would act. In an upset over Democrat Hillary Clinton, Trump won on Tuesday and will succeed Obama on Jan. 20. A businessman-turned-politician who has never held public office, Trump called the nuclear pact a “disaster” and “the worst deal ever negotiated” during his campaign and said it could lead to a “nuclear holocaust.”  In a speech to the pro-Israel lobby group AIPAC in March, Trump declared that his “Number-One priority” would be to “dismantle the disastrous deal with Iran.”   He said he would have negotiated a better deal, with longer restrictions, but somewhat paradoxically, he criticized remaining U.S. sanctions that prevent American companies from dealing with Iran. By contrast, he has conceded it would be hard to destroy a deal enshrined in a United Nations resolution. In August 2015, he said he would not “rip up” the nuclear deal, but that he would “police that contract so tough they don’t have a chance.” Iran denies ever having considered developing atomic weapons. But experts said any U.S. violation of the deal would allow Iran also to pull back from its commitments to curb nuclear development.  Those commitments include reducing the number of its centrifuges by two-thirds, capping its level of uranium enrichment well below the level needed for bomb-grade material, reducing its enriched uranium stockpile from around 10,000 kg to 300 kg for 15 years, and submitting to international inspections to verify its compliance. “Say goodbye to the Iran deal,” said Richard Nephew, a former U.S. negotiator with Iran now at Columbia University. “There is very little likelihood that it stays, either because of a deliberate decision to tear it up by Trump, or steps that the U.S. takes which prompt an Iranian walk back.” The spokesman of the Atomic Energy Organization of Iran, Behrouz Kamalvandi, was quoted as saying by Tasnim news agency: “Iran is prepared for any change,” adding that Iran would try to stand by the deal. The nuclear deal was divisive in Iran, with hardliners opposed to better relations with the West arguing that pragmatist President Hassan Rouhani was giving up too much of the country’s nuclear infrastructure for too little relief. Rouhani said on Wednesday the U.S. election results would have no effect on Tehran’s policies, state news agency IRNA quoted him as saying. [nL8N1DA46H] Some of Washington’s closest Middle East allies have been skeptical of the nuclear deal. Israeli Prime Minister Benjamin Netanyahu has been outright hostile. Gulf leaders say the deal has emboldened Iran’s pursuit of regional hegemony in part through support for proxy groups fueling regional conflicts. Iranian Supreme Leader Ali Khamenei, whose power supersedes that of Rouhani, regularly criticizes the United States and says it should not be trusted, but ultimately assented to the terms of the deal, known by its acronym JCPOA. “The big winner in the aftermath of a Trump victory is Iran’s Supreme Leader,” said Suzanne Maloney, a foreign policy expert at the Brookings Institution. “He will have the most cartoonish American enemy, he will exult in the (hopefully brief) crash of the American economy, and he will be able to walk away from Iran’s obligations under the JCPOA while pinning the responsibility on Washington.” Further complicating any Trump effort to renegotiate the deal is that it is a multilateral agreement involving U.S. allies in Europe as well as fellow world powers Russia and China. European and Asian firms have been returning to Iran and making major investments there, meaning the United States would likely be alone in pulling out of the deal, possibly isolating it from its partners. On Wednesday, the head of gas, renewables and power for French oil and gas company Total TOTF.PA in Iran said Trump’s election would have no impact on investments [nP6N1CW004]. Khamenei has already promised to “set fire” to the nuclear deal if the West violates it. Iran has repeatedly complained it has not received benefits promised. Though European companies have been eager to explore business prospects in Iran, few deals have been enacted in part because European banks have been reluctant to finance deals involving Iran. “As to whether he can negotiate a ‘better’ deal, it takes two (or seven) sides to agree to begin that process, something I rate as highly unlikely,” said Zachary Goldman, executive director of the Center on Law and Security at New York University and a former U.S. Treasury official. “And if we walk away from the deal I think we will be in the worst of all worlds - Iran will feel freed from its commitments and we may be blamed for the deal falling apart.” ",politicsNews,"November 9, 2016 "
